"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"2264","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.458947249,-81.333452442,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",13766262
"2265","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.435163662,-81.010957884,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Brush Creek Bog","public",13766263
"2266","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.435180895,-81.381157097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",13766264
"2267","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.1,-82.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",13766265
"2268","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.098866657,-82.953235495,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",13766267
"2269","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.40897186,-80.25360079,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hanging Rock State Park","public",13766268
"2270","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.38039701,-80.11381903,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Dan River Cliffs","public",13766269
"2271","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.928027842,-81.889538553,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13766270
"2272","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.018935954,-83.074312322,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",13766271
"2273","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.422028724,-82.225519302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cain Creek Mountain","public",13766273
"2274","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.39923478,-82.272535554,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",13766274
"2275","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.39877764,-82.273134006,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",13766275
"2276","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.1,-81.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Newland","public",13766682
"2277","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","0.5","cm",NA,35.050099227,-79.649172336,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Sandhills Gamelands; Just in from road","public",13766736
"2278","Rhododendron","Rhododendron prinophyllum","diameter at breast height (1.3 m)","1.75","cm",NA,38.3757055555556,-78.518,NA,NA,"Dean Walton",NA,"United States",NA,"South River","public",13865027
"2279","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.348597493,-82.812875864,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",13865725
"2280","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.366027317,-82.91584302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",13865727
"2281","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.373776805,-83.956194742,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",13865728
"2282","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.26938216,-82.239004767,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Tryon Mountain","public",13865729
"2283","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.036667693,-83.28564898,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",13865731
"2284","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.5,-81.5,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Phoenix Mountain","public",13865733
"2285","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.760969469,-82.170651512,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Beartree Ridge","public",13865734
"2286","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.902890027,-81.887261674,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13865735
"2287","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.920378053,-81.899760737,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13865736
"2288","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.944974585,-81.902036016,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13865737
"2289","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.945164408,-81.912682104,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13865738
"2290","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.91836901,-81.915033404,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13865739
"2291","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.374696349,-82.937512054,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",13865740
"2292","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.359017789,-82.833248654,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",13865741
"2293","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,34.980775655,-83.076601456,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",13865743
"2294","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.023758211,-83.081911392,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",13865744
"2295","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.132269687,-81.692094679,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - China Creek","public",13865745
"2296","Rhododendron","Rhododendron vaseyi","diameter at breast height (1.3 m)","1.75","cm",NA,36.101628936,-81.783589551,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",13865747
"2297","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.285924477,-81.715720097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Potato Hill","public",13866146
"2298","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.385583331,-83.109683333,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",13866155
"2299","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.331275201,-81.6569488,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",13866183
"2300","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","0.5","cm",NA,36.355081964,-76.042115294,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"North River Game Land - Great Swamp","public",13866211
"2301","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.27","cm",NA,36.027139904,-78.984367656,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Duke Forest - Durham Division; at north","public",13866541
"2302","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,36.463958375,-81.345581851,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",13967820
"2303","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.374167713,-83.969634398,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",13967807
"2304","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.935374608,-81.919553452,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967809
"2305","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.426949677,-81.15330899,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Doughton Park","public",13967810
"2306","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,36.39492619,-80.28556778,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hanging Rock State Park; First mod recently burned in contolled burn for QUIL","public",13967814
"2307","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.851042765,-81.9119315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967815
"2308","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.94220459,-81.910652315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967816
"2309","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.938503647,-81.899301517,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967817
"2310","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.885178497,-81.904679227,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967818
"2311","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.339453455,-82.815422019,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",13967821
"2312","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.366768646,-83.977285747,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",13967822
"2313","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.431268266,-84.014897143,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",13967823
"2314","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.443265365,-84.003670036,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",13967824
"2315","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.324086207,-83.63027057,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Blowing Spring","public",13967825
"2316","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.080326581,-82.419696176,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Nolichucky River","public",13967826
"2317","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.094975291,-82.892009425,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Maple Spring Branch","public",13967827
"2318","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.887188617,-81.889080264,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967828
"2319","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.833540726,-81.901433766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",13967829
"2320","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.39877764,-82.273134006,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",13967830
"2321","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.362281176,-81.646564542,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Long Hope Valley","public",13968259
"2322","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.923795887,-81.91276836,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067394
"2323","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.913713293,-81.88671788,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067395
"2324","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.867943944,-81.894513733,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067363
"2325","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.366027317,-82.91584302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14067374
"2326","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.349769889,-82.889159504,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14067376
"2327","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,36,-81.85,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Harper Creek","public",14067378
"2328","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.380116391,-83.969632315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14067379
"2329","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.017015749,-83.062702057,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14067387
"2330","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,34.864957932,-83.09897275,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Oconee SP - Tamassee Knob","public",14067380
"2331","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.877444671,-81.889968077,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067381
"2332","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.860491119,-81.914365894,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067383
"2333","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.900205101,-81.884572139,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067384
"2334","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.389978139,-83.94974177,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14067385
"2335","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.416012104,-84.026659685,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14067386
"2336","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.310581859,-82.932791114,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Buckeye Creek; Buckeye = invalid place","public",14067388
"2337","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.269588663,-83.457972269,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",14067389
"2338","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.398693389,-82.263993132,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",14067390
"2339","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.098414223,-82.956669287,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Grassy Ridge","public",14067391
"2340","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","17.5","cm",NA,35.695459944,-82.177096366,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Hickory Creek Trail; Just below crest of ridge between Chestnutwood Mtn and Buckeye Knob, Hickory Creek trail runs by corner 10,4.  0 stake is 34 degrees from a lone pine, 41 meters (paced) from the junction of Hickory Creed trail and the Ridgetop trail.  Large forked Q. montana near middle of mod. 1","public",14067393
"2341","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.824630469,-81.899339998,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14067396
"2342","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.365642578,-82.853980026,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14067398
"2343","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,34.749058919,-78.649180986,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,NA,"public",14067399
"2344","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.375849998,-83.1099,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",14067815
"2345","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.75","cm",NA,38.3832166666667,-78.5241277777778,NA,NA,"Dean Walton",NA,"United States",NA,"Wolf Run Headwaters","public",14068253
"2346","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.430568214,-84.021257962,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14167055
"2347","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.379206247,-83.977302505,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14167056
"2348","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,35.177206364,-83.56492703,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Wayah Bald","public",14167057
"2349","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.365254763,-82.83217914,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167058
"2350","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.427687748,-82.852758857,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167059
"2351","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.346728849,-82.858608942,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167060
"2352","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.036688376,-83.181614622,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Fodderstacks","public",14167061
"2353","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,36.39186166,-81.554728668,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",14167062
"2354","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.838173434,-81.896835854,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14167064
"2355","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.950777739,-81.921395634,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14167065
"2356","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.94220459,-81.910652315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14167066
"2357","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.916144956,-81.887077598,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14167068
"2358","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.339453455,-82.815422019,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167069
"2359","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.380392539,-82.896808816,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167070
"2360","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.439098331,-82.843546722,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167071
"2361","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.358720578,-83.960046646,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14167072
"2362","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.380116391,-83.969632315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14167073
"2363","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.00546126,-83.068862733,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",14167074
"2364","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.036667693,-83.28564898,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Scaly Mountain","public",14167075
"2365","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.083649123,-83.29452631,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Jones Knob","public",14167076
"2366","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.310581859,-82.932791114,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Buckeye Creek; Buckeye = invalid place","public",14167077
"2367","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.083998684,-83.137325225,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Whiteside Mountain","public",14167078
"2368","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.422028724,-82.225519302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Cain Creek Mountain","public",14167079
"2369","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.353745106,-82.775960525,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pink Beds","public",14167080
"2370","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.833540726,-81.901433766,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14167081
"2371","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.342492466,-82.876006487,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14167082
"2372","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.246017923,-83.080056892,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Cedar Cliff","public",14167083
"2373","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.397526625,-82.254835501,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"World's Edge","public",14167084
"2374","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.432776946,-82.255271743,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chimney Rock Park","public",14167085
"2375","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.694049161,-82.183950136,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Hickory Branch","public",14167086
"2376","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,35.166566058,-79.125260844,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Fort Bragg - Little River","public",14167554
"2377","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.851583684,-81.91193771,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",14267203
"2378","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.391994559,-82.88133699,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14267177
"2379","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.428007009,-83.979318137,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",14267178
"2380","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.092645737,-83.52224471,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Runaway Knob","public",14267179
"2381","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,36.5,-81.3,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River","public",14267181
"2382","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","3.75","cm",NA,36.398207725,-81.469734277,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Mount Jefferson State Park","public",14267183
"2383","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","12.5","cm",NA,35.409949162,-82.857197675,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14267184
"2384","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.369318519,-82.849441401,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",14267186
"2385","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.39877764,-82.273134006,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",14267187
